Time,Front Right,Front Left,Rear Right,Rear Left
1700254381.8481538,2.8799314498901367,2.8932340145111084,3.118190288543701,3.1253252029418945
1700254382.5691981,2.795246124267578,2.937375068664551,3.1591999530792236,3.0760209560394287
1700254383.268616,2.5119247436523438,2.8940978050231934,3.258423089981079,3.3237428665161133
1700254383.9687035,2.8530783653259277,2.556351900100708,3.2195565700531006,3.70733380317688
1700254384.66979,2.634777069091797,2.1626157760620117,3.3196802139282227,3.700064182281494
1700254385.3650124,2.278323173522949,2.6264402866363525,3.3232297897338867,3.630632162094116
1700254386.066577,2.5246362686157227,2.398271322250366,3.2941508293151855,3.4826958179473877
1700254386.767704,2.4054384231567383,2.700383186340332,3.381754159927368,3.587949514389038
1700254387.4693155,2.188404083251953,2.293443202972412,3.372187376022339,3.428553819656372
1700254388.1669354,2.477074146270752,2.2863032817840576,3.3182995319366455,3.3133840560913086
1700254388.8683975,2.530325174331665,2.4922521114349365,3.3392393589019775,3.393880844116211
1700254389.5391235,2.4331490993499756,2.2486841678619385,3.3694570064544678,3.630551815032959
1700254390.2086039,2.2616870403289795,2.181703567504883,3.324700355529785,3.481295347213745
1700254390.8781471,2.3020179271698,2.1769299507141113,3.364814281463623,3.576369285583496
1700254391.5477793,2.281480550765991,2.295823335647583,3.2627363204956055,3.3021185398101807
1700254392.2174149,2.4267261028289795,2.2347559928894043,3.31555438041687,3.5401763916015625
1700254392.886978,2.2450249195098877,2.3690714836120605,3.394033908843994,3.689162492752075
1700254393.5567536,2.0931785106658936,2.161200523376465,3.4239518642425537,3.529486894607544
1700254394.2558053,2.29317307472229,2.392810583114624,3.372922658920288,3.5706493854522705
1700254394.9270597,2.2473528385162354,2.3405563831329346,3.386786699295044,3.6674604415893555
1700254395.5965846,2.3557887077331543,2.239466667175293,3.3684256076812744,3.378451347351074
1700254396.266324,2.458357572555542,2.1482348442077637,3.3601887226104736,3.4149796962738037
1700254396.9361882,2.3570716381073,2.1872198581695557,3.391373872756958,3.5839741230010986
1700254397.6057315,2.1034300327301025,2.175597667694092,3.3421175479888916,3.6071321964263916
1700254398.2764122,2.140845775604248,2.167977809906006,3.3154544830322266,3.525905132293701
1700254398.9458628,2.1056978702545166,2.2112784385681152,3.310351610183716,3.697333812713623
1700254399.6446435,2.5430898666381836,2.1143946647644043,3.39945387840271,3.666619062423706
1700254400.345059,2.2539215087890625,1.9516961574554443,3.345724105834961,3.7331247329711914
1700254401.0471241,2.090496301651001,1.9266060590744019,3.3718936443328857,3.7896230220794678
1700254401.7483122,2.3813772201538086,2.4900546073913574,3.3093113899230957,3.6833255290985107
1700254402.450402,2.756528854370117,2.320590019226074,3.194704532623291,3.994985580444336
1700254403.1518664,2.8162894248962402,2.151855945587158,3.1959147453308105,3.2315316200256348
1700254403.8518443,3.0951743125915527,2.7074713706970215,3.008434534072876,3.262134313583374
1700254404.5525258,3.1387155055999756,2.804173707962036,3.0109565258026123,3.2608535289764404
1700254405.2540636,3.068406105041504,2.86553692817688,3.01316237449646,3.213818073272705
1700254405.9566078,2.9908556938171387,2.898240804672241,3.0110464096069336,3.2108559608459473
1700254406.657602,2.989440441131592,2.8986713886260986,3.0110206604003906,3.1954102516174316
1700254407.3596835,2.9856984615325928,2.90173602104187,3.016582489013672,3.2163867950439453
1700254408.0305638,2.9946062564849854,2.904074192047119,3.0169105529785156,3.2163004875183105
1700254408.7004833,2.994685411453247,2.904305934906006,3.016711950302124,3.216423988342285
