Time,Front Right,Front Left,Rear Right,Rear Left
1700259221.1742518,2.8489859104156494,2.9763007164001465,3.3158912658691406,2.8434016704559326
1700259221.8746285,2.889836311340332,3.0745134353637695,3.264875650405884,3.327652931213379
1700259222.575706,2.6338417530059814,2.7837448120117188,3.112781524658203,3.6144659519195557
1700259223.2722864,2.5771286487579346,2.221397876739502,3.392993688583374,3.3380684852600098
1700259223.9726615,2.212153196334839,2.3283233642578125,3.4618337154388428,3.428197145462036
1700259224.6731482,2.198497772216797,2.247699737548828,3.400785207748413,3.455050468444824
1700259225.367268,2.3994274139404297,2.292846202850342,3.4720358848571777,3.496375799179077
1700259226.067553,2.492934226989746,2.2046875953674316,3.4068281650543213,3.7102861404418945
1700259226.7698998,2.268291473388672,2.3222975730895996,3.4528419971466064,3.567087411880493
1700259227.471306,2.1282339096069336,2.1766610145568848,3.5150270462036133,3.6913340091705322
1700259228.1718428,2.3839199542999268,2.1999313831329346,3.444338798522949,3.6516458988189697
1700259228.8731525,2.3366119861602783,2.2513701915740967,3.434678316116333,3.7798848152160645
1700259229.5759432,2.3476998805999756,2.278615713119507,3.4875285625457764,3.398693799972534
1700259230.2707503,2.2233238220214844,2.132420301437378,3.291187286376953,3.957777261734009
1700259230.9715092,2.1224143505096436,2.159559726715088,3.618373155593872,3.5833253860473633
1700259231.672561,2.338386058807373,2.324741840362549,3.4167699813842773,3.5869154930114746
1700259232.3678606,2.2192251682281494,2.196152448654175,3.3950109481811523,3.698303699493408
1700259233.0696359,2.336869716644287,2.306720018386841,3.317830801010132,3.5492000579833984
1700259233.7610593,2.1140530109405518,2.1440176963806152,3.489055871963501,3.6761906147003174
1700259234.461756,2.254784107208252,2.044039726257324,3.560222864151001,3.6212332248687744
1700259235.1635149,2.1908273696899414,2.2218174934387207,3.3979203701019287,3.8702592849731445
1700259235.8611724,2.1106958389282227,2.1312665939331055,3.5755069255828857,3.5370326042175293
1700259236.5623634,2.0601589679718018,2.1675755977630615,3.521420478820801,3.715463161468506
1700259237.2630525,2.0949528217315674,2.1489577293395996,3.4082419872283936,3.54618239402771
1700259237.9616172,2.1398746967315674,2.055074691772461,3.4367942810058594,3.902116537094116
1700259238.6617594,1.9670530557632446,2.121581554412842,3.639578104019165,3.4562065601348877
1700259239.363665,2.2607531547546387,2.1957576274871826,3.2906036376953125,3.924362897872925
1700259240.035011,1.7906262874603271,2.047959327697754,3.493755340576172,3.5662903785705566
1700259240.704893,2.223254680633545,2.241363048553467,3.3885016441345215,3.6229419708251953
1700259241.3753843,2.1594388484954834,2.196023941040039,3.546431541442871,3.4820480346679688
1700259242.0461392,2.3115575313568115,2.068509101867676,3.4243946075439453,3.982471466064453
1700259242.7165732,2.090402603149414,1.9887762069702148,3.562053680419922,3.499744176864624
1700259243.3863566,2.307182550430298,2.0796070098876953,3.622957944869995,3.6920902729034424
1700259244.056073,2.202975034713745,2.1573290824890137,3.3875479698181152,3.757563352584839
1700259244.7553482,2.1084675788879395,2.0218722820281982,3.5919406414031982,3.466371536254883
1700259245.4586544,2.411757707595825,2.2293014526367188,3.5726420879364014,3.3003246784210205
1700259246.157029,2.690279722213745,2.2060139179229736,3.2891576290130615,3.7265005111694336
1700259246.8583753,2.817852735519409,2.2470099925994873,3.1532347202301025,3.297036647796631
1700259247.5583675,2.951094627380371,2.3668642044067383,3.2203621864318848,3.3755295276641846
1700259248.2591527,2.7440528869628906,2.730050802230835,3.1652257442474365,3.432420492172241
1700259248.9600365,3.0742220878601074,2.7871809005737305,3.1248576641082764,3.2675135135650635
1700259249.6616151,3.19167423248291,2.777517795562744,3.132821798324585,3.22221040725708
1700259250.3637397,3.1342382431030273,2.8276636600494385,3.1811883449554443,3.018845319747925
1700259251.0661025,3.102431297302246,2.8689632415771484,3.172593832015991,3.0380427837371826
1700259251.769564,3.0371100902557373,2.86590838432312,3.172966480255127,3.03951358795166
1700259252.4711797,3.0390026569366455,2.8632001876831055,3.170339822769165,3.0370187759399414
1700259253.173589,3.034978151321411,2.863861560821533,3.170452117919922,3.0370681285858154
1700259253.876126,3.0364723205566406,2.864759683609009,3.1705000400543213,3.0371618270874023
1700259254.5787961,3.0363709926605225,2.864205837249756,3.1706161499023438,3.0373518466949463
1700259255.2793658,3.037019968032837,2.865724563598633,3.170717239379883,3.0374209880828857
