Time,Front Right,Front Left,Rear Right,Rear Left
1696192053.5322022,2.571943521499634,3.843909502029419,2.7805817127227783,4.396934509277344
1696192053.6301901,2.574312686920166,3.8672053813934326,2.79598069190979,4.18734884262085
1696192053.6774702,2.574549674987793,3.597839593887329,2.820145606994629,4.344577789306641
1696192053.7047057,2.5750234127044678,4.084688186645508,2.862868309020996,4.450791835784912
1696192053.7321122,2.5735230445861816,3.654697895050049,2.8732922077178955,4.393459796905518
1696192053.759567,2.5732860565185547,3.8240880966186523,2.8743977546691895,4.3106207847595215
1696192053.7868598,2.5732860565185547,3.982501268386841,2.868790864944458,4.294984817504883
1696192053.8140414,2.5731282234191895,4.153549671173096,2.8777143955230713,4.258737564086914
1696192053.8412654,2.5724964141845703,4.080976486206055,2.891139268875122,4.333995819091797
1696192053.8689108,2.571469783782959,3.609053373336792,2.8926398754119873,4.308172702789307
1696192053.9017372,2.5704431533813477,3.793447732925415,2.9188578128814697,4.344972610473633
1696192053.9290967,2.5696535110473633,4.1669745445251465,2.963791608810425,4.3406291007995605
1696192053.9567947,2.5702064037323,4.010614395141602,2.955183744430542,4.333442687988281
1696192053.9840848,2.5702853202819824,3.996242046356201,2.93259859085083,3.9723141193389893
1696192054.0112488,2.5721805095672607,2.738332986831665,2.9577107429504395,4.382246017456055
1696192054.0386217,2.6010046005249023,3.712977647781372,2.9668712615966797,4.207486152648926
1696192054.0662985,2.6040053367614746,3.838223695755005,2.9746103286743164,4.259764194488525
1696192054.093448,2.614271402359009,3.9986112117767334,2.97342586517334,4.180241584777832
1696192054.12074,2.637251615524292,4.182374000549316,2.9611854553222656,4.194772243499756
1696192054.148002,2.6533613204956055,3.930065393447876,2.9476027488708496,4.31875467300415
1696192054.1778266,2.6614162921905518,4.050494194030762,2.957868814468384,4.378218650817871
1696192054.2054627,2.665127992630005,4.057838439941406,2.962686061859131,4.170765399932861
1696192054.2327971,2.666391372680664,3.972867012023926,2.965054988861084,4.2439703941345215
1696192054.2601779,2.6667072772979736,4.108615875244141,2.9662396907806396,4.174476623535156
1696192054.2893162,2.668128728866577,3.0886425971984863,2.9866926670074463,4.330284118652344
1696192054.316685,2.6974265575408936,3.9468860626220703,2.997116804122925,4.193824291229248
1696192054.3440895,2.7684993743896484,3.9766576290130615,2.998380184173584,4.196904182434082
1696192054.3714833,2.795585870742798,3.904874086380005,3.001065254211426,4.244523048400879
1696192054.3994863,2.79598069190979,3.896503210067749,3.0028815269470215,4.141862392425537
1696192054.4268618,2.7961387634277344,4.329889297485352,3.015516757965088,4.228018283843994
1696192054.4565978,2.79598069190979,4.305013656616211,3.012831687927246,4.141862392425537
1696192054.484316,2.796454668045044,4.1559977531433105,3.013779401779175,4.283613204956055
1696192054.5121984,2.796217679977417,4.092190265655518,3.0125949382781982,4.261580467224121
1696192054.5396318,2.796691656112671,3.7219011783599854,3.0073039531707764,4.161288738250732
1696192054.56715,2.869422674179077,3.204728126525879,3.0195441246032715,4.278006076812744
1696192054.5947309,2.8965883255004883,3.8439884185791016,3.0522377490997314,3.580308437347412
1696192054.6227458,2.9200422763824463,3.5923118591308594,3.081456422805786,4.3044610023498535
1696192054.6504037,2.920989990234375,3.7922632694244385,3.0607664585113525,4.305092811584473
1696192054.6780019,2.9206740856170654,4.290246486663818,3.03518009185791,4.195956707000732
1696192054.7056217,2.9002997875213623,4.186638355255127,3.0436298847198486,4.196035385131836
1696192054.736148,2.7711052894592285,4.041965484619141,3.044893503189087,4.292773246765137
1696192054.7639275,2.7254607677459717,3.881814956665039,3.0429980754852295,4.014246940612793
1696192054.7914674,2.725224018096924,3.1657960414886475,3.049868583679199,4.203537464141846
1696192054.8191648,2.7358057498931885,4.146284580230713,3.106884717941284,4.2983012199401855
1696192054.8473163,2.766367197036743,3.5825984477996826,3.1976208686828613,4.368426322937012
1696192054.875071,2.8731343746185303,4.271214962005615,3.235605478286743,4.277848243713379
1696192054.902836,2.8991942405700684,4.366452217102051,3.2280242443084717,4.2437334060668945
1696192054.9306316,2.8993523120880127,3.989529609680176,3.2331573963165283,4.177319526672363
1696192054.9588735,2.899510145187378,3.986607789993286,3.227550506591797,4.242311954498291
1696192054.986641,2.899273157119751,3.677915096282959,3.1998322010040283,4.12235689163208
1696192055.0169685,2.8972201347351074,4.0974812507629395,3.1018307209014893,3.954861879348755
1696192055.0450444,2.8384666442871094,3.9115076065063477,3.102067470550537,4.009509086608887
1696192055.0733573,2.837203025817871,4.000190734863281,3.132550001144409,4.155129432678223
1696192055.1011758,2.837913751602173,3.7722837924957275,3.1489756107330322,4.230703353881836
1696192055.1290553,2.8371241092681885,4.379482269287109,3.1745617389678955,4.172818660736084
1696192055.1569395,2.8785042762756348,3.8622303009033203,3.1943042278289795,4.157814025878906
1696192055.185212,2.986140012741089,4.090610980987549,3.199911117553711,4.221068859100342
1696192055.2130787,3.017254114151001,4.2197265625,3.1776416301727295,4.145810604095459
1696192055.2410748,3.017648935317993,4.355159759521484,3.171402931213379,4.227465629577637
1696192055.2690773,2.9344937801361084,3.9488601684570312,3.1837222576141357,4.027987957000732
1696192055.3001306,2.897930860519409,4.219015598297119,3.193514585494995,3.8856053352355957
1696192055.3281438,2.8969831466674805,4.126858234405518,3.1890132427215576,3.9074010848999023
1696192055.3559468,2.8976938724517822,3.893897294998169,3.198331594467163,3.824167013168335
1696192055.3837788,2.897930860519409,3.8648364543914795,3.2097034454345703,4.077343940734863
1696192055.4120984,2.9111976623535156,3.650907278060913,3.225734233856201,4.034779071807861
1696192055.4400077,2.9279391765594482,3.3719072341918945,3.260401964187622,3.81058406829834
1696192055.4678962,2.9307031631469727,3.9371726512908936,3.2541632652282715,3.9733407497406006
1696192055.4958203,2.9329142570495605,3.948307514190674,3.2048072814941406,3.7395904064178467
1696192055.5238767,2.932835340499878,3.973261833190918,3.1897239685058594,3.8233773708343506
1696192055.5524552,2.933309316635132,4.064708709716797,3.1916983127593994,4.16223669052124
1696192055.583282,2.933467149734497,4.3426032066345215,3.18451189994812,4.113038539886475
1696192055.6115022,2.9457075595855713,4.00666618347168,3.1808793544769287,3.954151153564453
1696192055.6395571,3.0385758876800537,4.390379905700684,3.1894869804382324,4.060681343078613
1696192055.6681635,3.0419716835021973,4.198957443237305,3.218311071395874,4.1231465339660645
1696192055.6962173,3.042445421218872,4.2877984046936035,3.283698081970215,4.152207374572754
1696192055.7242339,3.0434720516204834,4.037069320678711,3.272247314453125,3.8790509700775146
1696192055.7521458,3.046393871307373,4.188217639923096,3.273116111755371,3.8871848583221436
1696192055.7801511,3.0482890605926514,4.184031963348389,3.2508466243743896,3.882446765899658
1696192055.8087666,3.05184268951416,4.119434833526611,3.252268075942993,4.049625396728516
1696192055.8369365,3.0543699264526367,3.9442009925842285,3.2721683979034424,3.8538596630096436
1696192055.8681657,3.053422212600708,3.744723320007324,3.26521897315979,4.055627346038818
1696192055.89705,3.066136360168457,3.7663609981536865,3.2568483352661133,3.614739179611206
1696192055.925747,3.0737173557281494,3.996479034423828,3.2547950744628906,3.3118112087249756
1696192055.9539416,3.080350875854492,4.069762706756592,3.2540054321289062,3.3732497692108154
1696192055.9821837,3.0897483825683594,3.7911577224731445,3.2578749656677246,3.5665676593780518
1696192056.0104423,3.116518974304199,4.100481986999512,3.261112689971924,3.3774352073669434
1696192056.0387218,3.11588716506958,4.115881443023682,3.2469770908355713,3.8271677494049072
1696192056.0675244,3.1170718669891357,4.0549163818359375,3.2581117153167725,3.9374096393585205
1696192056.095911,3.1160452365875244,3.8483316898345947,3.2574801445007324,3.8358545303344727
1696192056.124251,3.124889850616455,3.0057244300842285,3.256927251815796,3.827483654022217
1696192056.1558151,3.127732753753662,4.117381572723389,3.2828292846679688,3.801976442337036
1696192056.1849196,3.127969741821289,4.149285316467285,3.3262627124786377,3.721743106842041
1696192056.2132947,3.1280486583709717,4.1007981300354,3.293569326400757,3.92106294631958
1696192056.2416747,3.12275767326355,4.111458778381348,3.296807050704956,4.014089107513428
1696192056.2700186,3.075612783432007,4.258105754852295,3.2931742668151855,3.9222474098205566
1696192056.2984037,3.0316264629364014,3.9455435276031494,3.298386335372925,3.873286247253418
1696192056.3273969,3.0052506923675537,3.71976900100708,3.3133115768432617,3.559934139251709
1696192056.3559124,3.008488416671753,3.678151845932007,3.3100738525390625,3.818244218826294
1696192056.384369,3.0416557788848877,4.087925910949707,3.3083364963531494,3.717636823654175
1696192056.4132433,3.042208433151245,4.2674241065979,3.310626745223999,3.414314031600952
1696192056.4457946,3.0427613258361816,4.182294845581055,3.2990970611572266,3.81516432762146
1696192056.474682,3.042208433151245,4.107747554779053,3.2953855991363525,3.878340244293213
1696192056.503256,3.0423665046691895,4.054837703704834,3.284961462020874,4.017405986785889
1696192056.531911,3.041102886199951,4.047888278961182,3.244450092315674,3.416288137435913
1696192056.560603,3.041339874267578,4.223042964935303,3.23844838142395,3.6521708965301514
1696192056.58963,3.041339874267578,4.147863864898682,3.324209451675415,3.8214030265808105
1696192056.6181962,3.042445421218872,3.73445725440979,3.3652737140655518,3.8987934589385986
1696192056.646685,3.0418925285339355,4.309751987457275,3.352085828781128,3.502049446105957
1696192056.6752808,3.04205060005188,4.193271636962891,3.2899365425109863,3.2821974754333496
1696192056.7043757,3.0418925285339355,3.684232473373413,3.270983934402466,3.489098310470581
1696192056.7366164,3.0414187908172607,3.816033124923706,3.2750113010406494,3.6914188861846924
1696192056.7655258,3.040708065032959,3.6648850440979004,3.2837769985198975,3.8764450550079346
1696192056.7942095,3.0399973392486572,3.9360671043395996,3.2912790775299072,3.8058459758758545
1696192056.822724,3.0414187908172607,3.760833263397217,3.296570062637329,3.405548334121704
1696192056.8520231,3.0453672409057617,4.24160099029541,3.2967278957366943,3.7323250770568848
1696192056.8807697,3.0493156909942627,4.029251575469971,3.3072309494018555,3.7659661769866943
1696192056.9097242,3.066610097885132,4.193982124328613,3.2998077869415283,3.669307231903076
1696192056.9384103,3.0622668266296387,3.960073947906494,3.2870936393737793,3.73643159866333
1696192056.9677234,3.0397603511810303,4.157103538513184,3.2839348316192627,3.5510106086730957
1696192056.99646,3.0287835597991943,4.085399150848389,3.2579538822174072,3.8255884647369385
1696192057.0288815,3.0191493034362793,4.243180274963379,3.2539265155792236,3.557565212249756
1696192057.0579693,3.017490863800049,4.193192481994629,3.285435438156128,3.793210744857788
1696192057.0866644,3.0456831455230713,3.615607976913452,3.3226301670074463,3.717636823654175
1696192057.116037,3.0520007610321045,3.8028452396392822,3.3554024696350098,3.556222677230835
1696192057.1449807,3.052079677581787,4.265607833862305,3.34592604637146,3.8262991905212402
1696192057.1737356,3.052079677581787,4.200931549072266,3.3309218883514404,4.074580192565918
